GAME_DATE,player_name,points,rebounds,assists,threept_fg,steals,blocks,minutes
2025-11-10,Dejounte Murray,0,0,0,0,0,0,0
2025-11-12,Dejounte Murray,0,0,0,0,0,0,0
2025-11-14,Dejounte Murray,0,0,0,0,0,0,0
2025-11-16,Dejounte Murray,0,0,0,0,0,0,0
2025-11-17,Dejounte Murray,0,0,0,0,0,0,0
2025-11-19,Dejounte Murray,0,0,0,0,0,0,0
2025-10-23,Jamal Murray,25,3,10,1,3,0,40
2025-10-25,Jamal Murray,23,6,5,3,1,0,32
2025-10-27,Jamal Murray,43,6,3,5,0,0,37
2025-10-29,Jamal Murray,17,2,6,3,1,0,25
2025-10-31,Jamal Murray,22,6,3,1,1,0,34
2025-11-03,Jamal Murray,15,7,7,0,0,1,32
2025-11-05,Jamal Murray,14,8,3,1,2,1,34
2025-11-07,Jamal Murray,23,4,8,5,2,1,31
2025-11-08,Jamal Murray,0,0,0,0,0,0,0
2025-11-11,Jamal Murray,23,3,8,4,0,0,37
2025-11-12,Jamal Murray,15,5,4,1,4,0,33
2025-11-15,Jamal Murray,23,6,12,1,1,0,39
2025-11-17,Jamal Murray,34,11,4,5,1,0,38
2025-11-19,Jamal Murray,16,0,8,2,0,0,36
2025-10-22,Svi Mykhailiuk,9,1,3,3,1,0,24
2025-10-24,Svi Mykhailiuk,9,4,0,2,0,0,24
2025-10-27,Svi Mykhailiuk,11,3,3,2,4,0,37
2025-10-29,Svi Mykhailiuk,7,2,1,1,1,0,23
2025-10-31,Svi Mykhailiuk,0,3,1,0,0,0,23
2025-11-02,Svi Mykhailiuk,3,2,2,1,0,1,29
2025-11-03,Svi Mykhailiuk,9,6,1,1,0,0,29
2025-11-05,Svi Mykhailiuk,28,2,2,6,1,0,36
2025-11-07,Svi Mykhailiuk,6,2,2,2,0,0,18
2025-11-10,Svi Mykhailiuk,11,3,2,3,0,0,28
2025-11-11,Svi Mykhailiuk,20,4,4,3,0,1,27
2025-11-13,Svi Mykhailiuk,0,1,3,0,0,0,25
2025-11-16,Svi Mykhailiuk,10,0,3,2,0,1,29
2025-11-18,Svi Mykhailiuk,13,3,1,3,0,0,25
2025-10-22,Larry Nance Jr.,10,6,1,2,0,0,17
2025-10-24,Larry Nance Jr.,9,3,1,0,1,0,16
2025-10-26,Larry Nance Jr.,5,5,1,1,1,0,12
2025-10-27,Larry Nance Jr.,3,4,2,1,0,1,18
2025-10-29,Larry Nance Jr.,0,2,2,0,0,0,14
2025-10-31,Larry Nance Jr.,0,2,0,0,0,0,19
2025-11-02,Larry Nance Jr.,2,4,4,0,1,0,25
2025-11-05,Larry Nance Jr.,7,5,1,1,1,0,15
2025-11-07,Larry Nance Jr.,5,2,1,1,0,1,14
2025-11-08,Larry Nance Jr.,0,0,0,0,0,0,0
2025-11-10,Larry Nance Jr.,0,0,0,0,0,0,0
2025-11-12,Larry Nance Jr.,3,5,2,1,2,0,19
2025-11-13,Larry Nance Jr.,0,0,1,0,0,0,7
2025-11-15,Larry Nance Jr.,0,0,0,0,0,0,5
2025-11-17,Larry Nance Jr.,0,0,0,0,0,0,0
2025-11-19,Larry Nance Jr.,0,0,0,0,0,0,0
2025-10-22,Georges Niang,0,0,0,0,0,0,0
2025-10-24,Georges Niang,0,0,0,0,0,0,0
2025-10-27,Georges Niang,0,0,0,0,0,0,0
2025-10-29,Georges Niang,0,0,0,0,0,0,0
2025-10-31,Georges Niang,0,0,0,0,0,0,0
2025-11-02,Georges Niang,0,0,0,0,0,0,0
2025-11-03,Georges Niang,0,0,0,0,0,0,0
2025-11-05,Georges Niang,0,0,0,0,0,0,0
2025-11-07,Georges Niang,0,0,0,0,0,0,0
2025-11-10,Georges Niang,0,0,0,0,0,0,0
2025-11-11,Georges Niang,0,0,0,0,0,0,0
2025-11-13,Georges Niang,0,0,0,0,0,0,0
2025-11-16,Georges Niang,0,0,0,0,0,0,0
2025-11-18,Georges Niang,0,0,0,0,0,0,0
2025-10-22,Jusuf Nurkic,8,4,3,0,2,0,17
2025-10-24,Jusuf Nurkic,4,11,2,0,1,0,18
2025-10-27,Jusuf Nurkic,7,13,2,0,2,0,18
2025-10-29,Jusuf Nurkic,13,4,4,1,1,0,16
2025-10-31,Jusuf Nurkic,7,6,2,1,1,1,17
2025-11-02,Jusuf Nurkic,3,9,2,0,2,0,22
2025-11-03,Jusuf Nurkic,11,11,4,0,0,1,31
2025-11-05,Jusuf Nurkic,6,17,4,0,4,1,32
2025-11-07,Jusuf Nurkic,3,4,4,0,1,1,19
2025-11-10,Jusuf Nurkic,6,10,3,1,1,0,25
2025-11-11,Jusuf Nurkic,11,11,4,0,0,0,31
2025-11-13,Jusuf Nurkic,10,10,8,1,5,1,28
2025-11-16,Jusuf Nurkic,5,14,5,0,3,1,38
2025-11-18,Jusuf Nurkic,10,10,6,0,2,0,29
2025-10-22,Royce O'Neale,12,5,2,3,1,0,29
2025-10-24,Royce O'Neale,11,4,1,3,2,1,28
2025-10-25,Royce O'Neale,7,4,2,2,0,0,28
2025-10-27,Royce O'Neale,17,13,7,5,5,0,46
2025-10-29,Royce O'Neale,18,3,5,6,0,0,35
2025-10-31,Royce O'Neale,13,5,2,3,2,0,33
2025-11-02,Royce O'Neale,11,6,4,3,2,0,30
2025-11-04,Royce O'Neale,8,6,3,2,1,0,28
2025-11-06,Royce O'Neale,17,4,2,5,0,0,28
2025-11-08,Royce O'Neale,12,7,5,4,2,0,29
2025-11-10,Royce O'Neale,14,5,2,4,1,1,23
2025-11-12,Royce O'Neale,13,6,4,3,1,0,28
2025-11-13,Royce O'Neale,5,3,3,1,0,0,23
2025-11-16,Royce O'Neale,3,6,1,1,0,0,25
2025-11-18,Royce O'Neale,9,5,1,3,2,0,31
2025-10-21,Josh Okogie,8,2,1,1,0,1,20
2025-10-24,Josh Okogie,10,4,1,1,0,0,18
2025-10-27,Josh Okogie,10,0,1,2,2,0,31
2025-10-29,Josh Okogie,10,1,2,2,0,0,23
2025-11-01,Josh Okogie,12,0,2,3,1,0,21
2025-11-03,Josh Okogie,2,3,1,0,2,0,25
2025-11-05,Josh Okogie,13,3,3,3,2,0,24
2025-11-07,Josh Okogie,12,3,0,2,5,0,25
2025-11-09,Josh Okogie,0,1,1,0,0,1,17
2025-11-12,Josh Okogie,7,5,1,1,1,0,26
2025-11-14,Josh Okogie,11,3,1,1,4,0,21
2025-11-16,Josh Okogie,1,2,1,0,2,0,22
2025-11-19,Josh Okogie,0,1,0,0,0,0,8
2025-10-22,Kelly Olynyk,0,0,0,0,0,0,0
2025-10-24,Kelly Olynyk,0,0,0,0,0,0,0
2025-10-26,Kelly Olynyk,0,0,0,0,0,0,0
2025-10-27,Kelly Olynyk,0,0,0,0,0,0,0
2025-10-30,Kelly Olynyk,0,0,0,0,0,0,0
2025-11-02,Kelly Olynyk,0,0,0,0,0,0,0
2025-11-05,Kelly Olynyk,4,4,3,0,0,0,9
2025-11-07,Kelly Olynyk,2,1,0,0,0,0,6
2025-11-08,Kelly Olynyk,0,0,0,0,0,0,0
2025-11-10,Kelly Olynyk,0,0,2,0,0,0,4
2025-11-12,Kelly Olynyk,0,0,0,0,0,0,0
2025-11-14,Kelly Olynyk,0,0,0,0,0,0,0
2025-11-16,Kelly Olynyk,5,6,8,1,0,0,18
2025-11-18,Kelly Olynyk,10,5,3,1,2,0,19
2025-11-20,Kelly Olynyk,8,2,0,1,1,0,13
2025-10-22,Kelly Oubre Jr.,10,4,1,2,0,1,33
2025-10-25,Kelly Oubre Jr.,19,1,1,2,2,0,37
2025-10-27,Kelly Oubre Jr.,25,10,4,2,1,2,40
2025-10-28,Kelly Oubre Jr.,17,11,1,3,1,1,44
2025-10-31,Kelly Oubre Jr.,17,9,0,3,2,0,41
2025-11-02,Kelly Oubre Jr.,29,3,0,3,1,1,33
2025-11-04,Kelly Oubre Jr.,18,3,2,2,2,2,33
2025-11-05,Kelly Oubre Jr.,19,3,2,4,2,0,38
2025-11-08,Kelly Oubre Jr.,19,4,1,1,0,2,37
2025-11-09,Kelly Oubre Jr.,13,5,3,1,0,1,36
2025-11-11,Kelly Oubre Jr.,12,7,0,0,0,0,31
2025-11-14,Kelly Oubre Jr.,3,1,1,0,2,0,15
2025-11-17,Kelly Oubre Jr.,0,0,0,0,0,0,0
2025-11-19,Kelly Oubre Jr.,0,0,0,0,0,0,0
2025-11-20,Kelly Oubre Jr.,0,0,0,0,0,0,0
2025-10-22,Chris Paul,4,1,4,1,1,0,15
2025-10-24,Chris Paul,0,3,8,0,3,0,20
2025-10-26,Chris Paul,6,1,2,2,0,0,11
2025-10-28,Chris Paul,0,1,2,0,3,0,14
2025-10-31,Chris Paul,3,1,4,1,0,0,9
2025-11-03,Chris Paul,3,4,4,1,1,0,14
2025-11-04,Chris Paul,0,1,3,0,0,0,11
2025-11-06,Chris Paul,2,2,2,0,1,0,9
2025-11-08,Chris Paul,0,0,0,0,0,0,0
2025-11-10,Chris Paul,0,0,0,0,0,0,0
2025-11-12,Chris Paul,0,0,0,0,0,0,0
2025-11-14,Chris Paul,0,0,0,0,0,0,0
2025-11-16,Chris Paul,0,0,0,0,0,0,0
2025-11-17,Chris Paul,3,2,0,1,0,0,12
2025-11-20,Chris Paul,4,2,4,0,1,0,23
2025-10-22,Mason Plumlee,0,0,0,0,0,0,0
2025-10-25,Mason Plumlee,0,0,1,0,0,0,5
2025-10-26,Mason Plumlee,2,2,0,0,0,0,3
2025-10-28,Mason Plumlee,0,0,0,0,0,0,0
2025-10-30,Mason Plumlee,0,0,0,0,0,0,0
2025-11-01,Mason Plumlee,0,0,0,0,0,0,0
2025-11-02,Mason Plumlee,0,1,0,0,0,1,4
2025-11-04,Mason Plumlee,0,0,0,0,0,0,0
2025-11-07,Mason Plumlee,0,0,0,0,0,0,0
2025-11-10,Mason Plumlee,0,0,0,0,0,0,0
2025-11-12,Mason Plumlee,0,0,0,0,0,0,4
2025-11-14,Mason Plumlee,4,0,0,0,0,0,10
2025-11-15,Mason Plumlee,0,1,1,0,0,0,5
2025-11-17,Mason Plumlee,0,0,0,0,0,0,0
2025-11-19,Mason Plumlee,0,0,0,0,0,0,0
2025-10-22,Jakob Poeltl,14,6,2,0,0,1,22
2025-10-24,Jakob Poeltl,6,5,2,0,0,0,27
2025-10-26,Jakob Poeltl,4,8,4,0,1,0,19
2025-10-27,Jakob Poeltl,2,2,1,0,0,1,24
2025-10-29,Jakob Poeltl,0,0,0,0,0,0,0
2025-10-31,Jakob Poeltl,0,0,0,0,0,0,0
2025-11-02,Jakob Poeltl,0,0,0,0,0,0,0
2025-11-04,Jakob Poeltl,8,9,0,0,0,0,20
2025-11-07,Jakob Poeltl,12,10,1,0,1,1,25
2025-11-08,Jakob Poeltl,0,0,0,0,0,0,0
2025-11-11,Jakob Poeltl,12,10,2,0,1,2,29
2025-11-13,Jakob Poeltl,20,7,3,0,2,0,29
2025-11-15,Jakob Poeltl,22,9,1,0,1,1,26
2025-11-17,Jakob Poeltl,13,9,1,0,0,0,32
2025-11-19,Jakob Poeltl,19,8,4,0,1,1,33
2025-10-22,Michael Porter Jr.,12,4,5,2,0,0,25
2025-10-24,Michael Porter Jr.,31,8,3,5,1,0,36
2025-10-26,Michael Porter Jr.,16,6,4,3,2,0,38
2025-10-27,Michael Porter Jr.,18,4,2,2,0,0,28
2025-10-29,Michael Porter Jr.,32,9,2,4,0,1,33
2025-11-02,Michael Porter Jr.,17,17,2,1,1,0,31
2025-11-03,Michael Porter Jr.,0,0,0,0,0,0,0
2025-11-05,Michael Porter Jr.,32,11,3,4,1,0,35
2025-11-07,Michael Porter Jr.,28,5,2,5,1,0,32
2025-11-09,Michael Porter Jr.,25,4,0,4,1,0,26
2025-11-11,Michael Porter Jr.,21,6,3,1,0,0,36
2025-11-14,Michael Porter Jr.,24,11,7,3,1,0,36
2025-11-16,Michael Porter Jr.,34,9,7,3,0,0,34
2025-11-18,Michael Porter Jr.,25,6,2,4,3,0,34
2025-10-22,Bobby Portis,2,6,1,0,0,0,17
2025-10-24,Bobby Portis,11,8,0,1,0,0,21
2025-10-26,Bobby Portis,10,8,1,2,0,0,23
2025-10-28,Bobby Portis,9,2,0,1,1,1,16
2025-10-30,Bobby Portis,12,5,2,2,0,0,19
2025-11-01,Bobby Portis,16,6,2,2,0,0,23
2025-11-03,Bobby Portis,8,2,1,2,0,0,16
2025-11-04,Bobby Portis,2,9,2,0,0,0,20
2025-11-07,Bobby Portis,7,5,2,1,0,0,20
2025-11-09,Bobby Portis,11,1,4,1,3,0,23
2025-11-10,Bobby Portis,13,7,0,3,0,0,27
2025-11-12,Bobby Portis,14,8,1,0,0,0,23
2025-11-14,Bobby Portis,12,4,1,2,0,0,19
2025-11-15,Bobby Portis,8,6,0,2,0,0,18
2025-11-17,Bobby Portis,11,6,0,1,1,0,27
2025-11-20,Bobby Portis,19,8,0,1,1,0,28
2025-10-22,Kristaps Porzingis,20,7,2,4,0,2,25
2025-10-24,Kristaps Porzingis,0,0,0,0,0,0,0
2025-10-25,Kristaps Porzingis,0,0,0,0,0,0,0
2025-10-27,Kristaps Porzingis,27,2,2,3,0,0,25
2025-10-29,Kristaps Porzingis,14,6,7,2,2,1,25
2025-10-31,Kristaps Porzingis,15,8,1,1,0,1,24
2025-11-02,Kristaps Porzingis,15,12,5,0,0,1,28
2025-11-04,Kristaps Porzingis,15,2,3,0,3,0,26
2025-11-07,Kristaps Porzingis,17,7,3,1,0,4,30
2025-11-08,Kristaps Porzingis,0,0,0,0,0,0,0
2025-11-10,Kristaps Porzingis,20,3,4,1,0,3,26
2025-11-12,Kristaps Porzingis,13,4,6,2,0,2,23
2025-11-13,Kristaps Porzingis,0,0,0,0,0,0,0
2025-11-16,Kristaps Porzingis,0,0,0,0,0,0,0
2025-11-18,Kristaps Porzingis,0,0,0,0,0,0,0
2025-11-20,Kristaps Porzingis,16,5,1,2,0,2,29
2025-10-22,Dwight Powell,0,0,1,0,1,0,8
2025-10-24,Dwight Powell,0,0,0,0,0,0,1
2025-10-26,Dwight Powell,2,2,2,0,0,0,2
2025-10-27,Dwight Powell,0,0,0,0,0,0,0
2025-10-29,Dwight Powell,18,6,0,0,1,2,29
2025-11-01,Dwight Powell,5,6,1,0,0,0,19
2025-11-03,Dwight Powell,0,0,0,0,0,0,9
2025-11-05,Dwight Powell,0,1,0,0,0,0,10
2025-11-07,Dwight Powell,0,4,2,0,0,0,9
2025-11-08,Dwight Powell,2,1,1,0,2,0,6
2025-11-10,Dwight Powell,0,0,0,0,0,0,4
2025-11-12,Dwight Powell,0,1,0,0,0,0,2
2025-11-14,Dwight Powell,0,0,0,0,0,0,0
2025-11-16,Dwight Powell,0,0,0,0,0,0,0
2025-11-17,Dwight Powell,0,5,1,0,0,0,17
2025-11-19,Dwight Powell,0,0,0,0,0,0,0
2025-10-22,Norman Powell,28,9,4,4,1,1,36
2025-10-24,Norman Powell,15,6,1,2,2,0,24
2025-10-26,Norman Powell,29,7,3,3,3,0,32
2025-10-28,Norman Powell,0,0,0,0,0,0,0
2025-10-30,Norman Powell,0,0,0,0,0,0,0
2025-11-02,Norman Powell,0,0,0,0,0,0,0
2025-11-03,Norman Powell,21,2,2,2,1,0,28
2025-11-05,Norman Powell,23,2,0,4,1,0,30
2025-11-07,Norman Powell,25,4,3,2,0,0,27
2025-11-08,Norman Powell,22,2,3,1,2,0,30
2025-11-10,Norman Powell,33,2,2,4,1,1,39
2025-11-12,Norman Powell,27,2,5,5,0,0,33
2025-11-14,Norman Powell,38,5,0,8,1,0,33
2025-11-17,Norman Powell,19,1,3,0,1,0,32
2025-11-19,Norman Powell,25,6,3,4,1,0,28
2025-10-22,Taurean Prince,11,1,2,3,1,0,22
2025-10-24,Taurean Prince,3,3,3,1,1,0,21
2025-10-26,Taurean Prince,8,3,1,2,3,1,31
2025-10-28,Taurean Prince,8,0,0,2,0,1,21
2025-10-30,Taurean Prince,10,0,1,1,0,0,18
2025-11-01,Taurean Prince,3,3,0,1,0,0,13
2025-11-03,Taurean Prince,6,3,0,2,1,0,21
2025-11-04,Taurean Prince,0,0,1,0,0,0,21
2025-11-07,Taurean Prince,0,0,0,0,0,0,0
2025-11-09,Taurean Prince,0,0,0,0,0,0,0
2025-11-10,Taurean Prince,0,0,0,0,0,0,0
2025-11-12,Taurean Prince,0,0,0,0,0,0,0
2025-11-14,Taurean Prince,0,0,0,0,0,0,0
2025-11-15,Taurean Prince,0,0,0,0,0,0,0
2025-11-17,Taurean Prince,0,0,0,0,0,0,0
2025-11-20,Taurean Prince,0,0,0,0,0,0,0
2025-10-22,Julius Randle,19,7,6,3,2,1,37
2025-10-24,Julius Randle,26,9,6,4,0,0,30
2025-10-26,Julius Randle,31,4,6,1,1,0,39
2025-10-27,Julius Randle,24,7,3,1,2,1,35
2025-10-29,Julius Randle,33,5,6,4,1,0,36
2025-11-01,Julius Randle,30,7,4,3,1,0,32
2025-11-03,Julius Randle,19,11,10,0,2,0,34
2025-11-05,Julius Randle,32,5,4,3,0,1,38
2025-11-07,Julius Randle,19,10,12,1,1,0,26
2025-11-09,Julius Randle,19,6,4,1,1,0,26
2025-11-10,Julius Randle,27,8,7,1,3,0,34
2025-11-14,Julius Randle,26,11,5,2,1,0,32
2025-11-15,Julius Randle,26,6,8,1,2,0,38
2025-11-17,Julius Randle,12,6,4,1,1,0,27
2025-11-19,Julius Randle,32,10,6,1,0,0,33
2025-10-22,Duncan Robinson,2,0,0,0,0,0,32
2025-10-24,Duncan Robinson,17,3,2,4,0,3,38
2025-10-26,Duncan Robinson,8,4,1,2,1,0,30
2025-10-27,Duncan Robinson,8,0,1,2,0,0,26
2025-10-29,Duncan Robinson,15,5,2,4,0,1,29
2025-11-01,Duncan Robinson,18,6,1,3,0,0,34
2025-11-03,Duncan Robinson,11,4,1,3,0,0,40
2025-11-05,Duncan Robinson,9,2,0,3,0,0,28
2025-11-07,Duncan Robinson,7,1,8,1,2,0,31
2025-11-09,Duncan Robinson,17,1,1,4,3,0,30
2025-11-10,Duncan Robinson,13,3,2,3,1,0,38
2025-11-12,Duncan Robinson,23,2,1,7,1,0,28
2025-11-14,Duncan Robinson,15,6,3,3,2,1,31
2025-11-17,Duncan Robinson,13,2,4,3,2,0,34
2025-11-18,Duncan Robinson,14,3,3,4,1,0,31
2025-10-22,Mitchell Robinson,0,0,0,0,0,0,0
2025-10-24,Mitchell Robinson,0,0,0,0,0,0,0
2025-10-26,Mitchell Robinson,0,0,0,0,0,0,0
2025-10-28,Mitchell Robinson,0,0,0,0,0,0,0
2025-10-31,Mitchell Robinson,4,11,2,0,0,0,20
2025-11-02,Mitchell Robinson,0,5,1,0,0,2,13
2025-11-03,Mitchell Robinson,0,0,0,0,0,0,0
2025-11-05,Mitchell Robinson,8,10,1,0,1,3,16
2025-11-09,Mitchell Robinson,8,8,0,0,2,2,17
2025-11-11,Mitchell Robinson,0,0,0,0,0,0,0
2025-11-12,Mitchell Robinson,2,8,0,0,0,0,17
2025-11-14,Mitchell Robinson,0,10,2,0,0,0,14
2025-11-17,Mitchell Robinson,5,11,1,0,1,0,19
2025-11-19,Mitchell Robinson,3,8,1,0,0,1,21
2025-10-22,Terry Rozier,0,0,0,0,0,0,0
2025-10-24,Terry Rozier,0,0,0,0,0,0,0
2025-10-26,Terry Rozier,0,0,0,0,0,0,0
2025-10-28,Terry Rozier,0,0,0,0,0,0,0
2025-10-30,Terry Rozier,0,0,0,0,0,0,0
2025-11-02,Terry Rozier,0,0,0,0,0,0,0
2025-11-03,Terry Rozier,0,0,0,0,0,0,0
2025-11-05,Terry Rozier,0,0,0,0,0,0,0
2025-11-07,Terry Rozier,0,0,0,0,0,0,0
2025-11-08,Terry Rozier,0,0,0,0,0,0,0
2025-11-10,Terry Rozier,0,0,0,0,0,0,0
2025-11-12,Terry Rozier,0,0,0,0,0,0,0
2025-11-14,Terry Rozier,0,0,0,0,0,0,0
2025-11-17,Terry Rozier,0,0,0,0,0,0,0
2025-11-19,Terry Rozier,0,0,0,0,0,0,0
2025-10-22,D'Angelo Russell,6,2,3,0,0,0,15
2025-10-24,D'Angelo Russell,1,2,3,0,0,0,8
2025-10-26,D'Angelo Russell,24,5,6,2,3,0,29
2025-10-27,D'Angelo Russell,9,2,10,1,0,1,30
2025-10-29,D'Angelo Russell,14,2,5,1,1,0,20
2025-11-01,D'Angelo Russell,31,7,3,7,0,0,30
2025-11-03,D'Angelo Russell,10,4,12,1,0,0,29
2025-11-05,D'Angelo Russell,9,0,3,2,0,1,21
2025-11-07,D'Angelo Russell,9,3,5,0,0,0,16
2025-11-08,D'Angelo Russell,6,2,1,0,0,0,17
2025-11-10,D'Angelo Russell,7,3,3,1,1,0,16
2025-11-12,D'Angelo Russell,5,0,3,1,1,0,14
2025-11-14,D'Angelo Russell,28,6,5,0,2,0,39
2025-11-16,D'Angelo Russell,12,2,7,1,0,0,22
2025-11-17,D'Angelo Russell,8,2,4,0,0,0,22
2025-11-19,D'Angelo Russell,23,5,7,4,1,0,25
2025-10-22,Domantas Sabonis,0,0,0,0,0,0,0
2025-10-24,Domantas Sabonis,12,12,1,0,0,0,37
2025-10-26,Domantas Sabonis,10,14,3,1,3,0,31
2025-10-28,Domantas Sabonis,10,18,3,0,1,1,35
2025-10-29,Domantas Sabonis,18,11,6,1,1,0,31
2025-11-01,Domantas Sabonis,24,13,6,0,1,0,37
2025-11-03,Domantas Sabonis,13,17,5,0,1,0,37
2025-11-05,Domantas Sabonis,0,0,0,0,0,0,0
2025-11-07,Domantas Sabonis,0,0,0,0,0,0,0
2025-11-09,Domantas Sabonis,20,13,3,0,1,0,30
2025-11-11,Domantas Sabonis,19,8,4,1,0,0,26
2025-11-12,Domantas Sabonis,12,5,2,0,2,0,26
2025-11-14,Domantas Sabonis,34,11,3,1,0,1,39
2025-11-16,Domantas Sabonis,17,13,5,0,3,0,36
2025-11-19,Domantas Sabonis,0,0,0,0,0,0,0
2025-11-20,Domantas Sabonis,0,0,0,0,0,0,0
2025-10-22,Dario Saric,0,3,0,0,0,0,7
2025-10-24,Dario Saric,5,2,2,1,0,0,16
2025-10-26,Dario Saric,0,0,0,0,0,0,4
2025-10-28,Dario Saric,0,0,0,0,0,0,0
2025-10-29,Dario Saric,0,0,0,0,0,0,0
2025-11-01,Dario Saric,0,0,0,0,0,0,0
2025-11-03,Dario Saric,0,0,0,0,0,0,0
2025-11-05,Dario Saric,0,0,0,0,0,0,0
2025-11-07,Dario Saric,0,0,0,0,0,0,0
2025-11-09,Dario Saric,0,0,0,0,0,0,0
2025-11-11,Dario Saric,0,0,0,0,0,0,0
2025-11-12,Dario Saric,0,0,0,0,0,0,0
2025-11-14,Dario Saric,0,0,0,0,0,0,0
2025-11-16,Dario Saric,0,0,0,0,0,0,0
2025-11-19,Dario Saric,0,0,0,0,0,0,0
2025-11-20,Dario Saric,0,0,0,0,0,0,0
2025-10-22,Dennis Schroder,14,1,7,2,2,1,30
2025-10-24,Dennis Schroder,17,5,3,1,2,0,33
2025-10-26,Dennis Schroder,18,2,12,3,1,1,35
2025-10-28,Dennis Schroder,8,5,3,0,1,0,32
2025-10-29,Dennis Schroder,5,2,7,1,2,0,28
2025-11-01,Dennis Schroder,24,5,7,3,2,0,37
2025-11-03,Dennis Schroder,18,4,9,0,1,0,35
2025-11-05,Dennis Schroder,18,7,7,3,0,1,32
2025-11-07,Dennis Schroder,2,2,8,0,0,0,25
2025-11-09,Dennis Schroder,3,3,2,0,1,0,28
2025-11-11,Dennis Schroder,0,0,3,0,0,0,21
2025-11-12,Dennis Schroder,9,3,4,2,1,0,26
2025-11-14,Dennis Schroder,14,6,6,2,1,0,28
2025-11-16,Dennis Schroder,22,6,5,5,1,0,35
2025-11-19,Dennis Schroder,21,5,3,2,0,0,32
2025-11-20,Dennis Schroder,3,2,6,0,0,1,25
2025-10-22,Collin Sexton,15,1,3,1,1,0,17
2025-10-25,Collin Sexton,21,2,7,3,1,0,30
2025-10-26,Collin Sexton,20,2,3,0,2,0,33
2025-10-28,Collin Sexton,18,5,6,2,0,0,27
2025-10-30,Collin Sexton,19,2,4,3,0,0,25
2025-11-01,Collin Sexton,9,2,2,0,0,0,20
2025-11-02,Collin Sexton,10,4,12,1,0,0,29
2025-11-04,Collin Sexton,17,0,5,2,1,0,30
2025-11-07,Collin Sexton,0,0,0,0,0,0,0
2025-11-10,Collin Sexton,13,0,3,1,1,0,25
2025-11-12,Collin Sexton,16,5,8,1,2,0,32
2025-11-14,Collin Sexton,14,1,4,2,0,0,16
2025-11-15,Collin Sexton,13,4,3,3,1,0,30
2025-11-17,Collin Sexton,17,3,2,2,0,0,28
2025-11-19,Collin Sexton,11,0,5,0,1,0,25
2025-10-22,Landry Shamet,9,2,1,2,1,0,14
2025-10-24,Landry Shamet,3,3,0,1,0,0,14
2025-10-26,Landry Shamet,0,1,1,0,0,0,16
2025-10-28,Landry Shamet,16,3,1,4,1,0,30
2025-10-31,Landry Shamet,4,1,0,1,1,0,15
2025-11-02,Landry Shamet,9,1,1,3,0,0,18
2025-11-03,Landry Shamet,11,5,0,2,0,1,25
2025-11-05,Landry Shamet,3,1,0,1,0,0,12
2025-11-09,Landry Shamet,8,1,3,2,0,0,21
2025-11-11,Landry Shamet,10,1,0,2,1,0,21
2025-11-12,Landry Shamet,11,3,1,1,1,0,27
2025-11-14,Landry Shamet,36,2,3,6,0,0,37
2025-11-17,Landry Shamet,10,3,4,1,0,1,39
2025-11-19,Landry Shamet,9,3,1,2,1,1,23
2025-10-23,Pascal Siakam,32,15,4,3,1,0,44
2025-10-25,Pascal Siakam,13,6,6,2,0,1,26
2025-10-26,Pascal Siakam,33,10,8,3,3,0,37
2025-10-29,Pascal Siakam,27,13,3,2,2,1,37
2025-10-31,Pascal Siakam,18,5,5,2,0,0,30
2025-11-01,Pascal Siakam,27,5,3,1,2,1,38
2025-11-03,Pascal Siakam,32,5,8,1,3,1,38
2025-11-05,Pascal Siakam,23,6,10,1,1,0,36
2025-11-08,Pascal Siakam,14,6,5,0,0,0,33
2025-11-09,Pascal Siakam,0,0,0,0,0,0,0
2025-11-11,Pascal Siakam,27,5,4,2,0,1,35
2025-11-13,Pascal Siakam,19,5,2,0,0,0,31
2025-11-15,Pascal Siakam,30,4,3,5,2,0,36
2025-11-17,Pascal Siakam,29,7,1,3,1,1,34
2025-11-19,Pascal Siakam,22,4,7,2,1,1,37
2025-10-22,Anfernee Simons,13,4,1,2,1,1,32
2025-10-24,Anfernee Simons,10,1,4,1,3,0,27
2025-10-26,Anfernee Simons,12,1,0,2,0,0,23
2025-10-27,Anfernee Simons,25,6,1,6,1,0,32
2025-10-29,Anfernee Simons,14,0,2,4,0,0,26
2025-10-31,Anfernee Simons,19,4,2,3,0,1,29
2025-11-01,Anfernee Simons,3,1,0,1,0,0,17
2025-11-03,Anfernee Simons,15,1,2,2,0,0,26
2025-11-05,Anfernee Simons,18,0,2,4,1,0,30
2025-11-07,Anfernee Simons,11,2,2,3,0,1,18
2025-11-09,Anfernee Simons,25,1,3,5,0,0,23
2025-11-11,Anfernee Simons,17,4,5,3,0,0,26
2025-11-12,Anfernee Simons,6,4,7,2,0,0,22
2025-11-16,Anfernee Simons,0,0,2,0,0,0,12
2025-11-18,Anfernee Simons,11,4,5,2,0,0,26
2025-10-21,Marcus Smart,9,0,0,0,1,0,23
2025-10-24,Marcus Smart,3,0,1,1,2,0,21
2025-10-26,Marcus Smart,11,3,5,0,0,0,31
2025-10-27,Marcus Smart,0,0,0,0,0,0,0
2025-10-29,Marcus Smart,0,0,0,0,0,0,0
2025-10-31,Marcus Smart,12,3,4,1,2,0,35
2025-11-02,Marcus Smart,11,3,4,3,2,1,27
2025-11-03,Marcus Smart,9,2,5,1,4,0,32
